id,text,label,sentiment
7424,I don't get a single notification... The calendar doesn't work well..,0,negative
8583,"Great, simple, and useful. I wanted a checklist that would function directly from the desktop background of my phone, and this works perfectly for that. Intuitive, easy, and reliable, and nothing more than what I want. Update:A year later & still no better task app for a Samsung. Updates only made this app better. Sublists are easy to organize. Setting controls very useful. I don't use it for reminders b/c it doesn't get my attention as well as my phone's alarm.",2,positive
9723,Wow - the dude said I was better than Bobbi Lewis.. never heard the guy - but I take that as a compliment  (just read the BL web site),2,positive
1977,Well... I hate to leave.... but I must sleep! G`night y`all and hope to chat later!  Enjoy my li`l night owls!,2,positive
10594, she could have been a lost dog  poor girl,0,negative
12488,lonely,0,negative
1003,industrial tommorow! oh yeah & I get to go see a bunch of old people go away forever & I will probably cry all over the place.,0,negative
2903, the no tweeting guilt trip didn`t stop you huh?  I felt so bad!,0,negative
19292,Anyway. Can`t take this **** no longer. Or my mind will blow off.,0,negative
16912,fun on facebook.,2,positive
15112, imagine i would say'bitch!' lol if i were ma d! haha but im not cuz ur cool,2,positive
9542,App has stopped opening,0,negative
26585,"  oist the 1st tym, di pa ko 18, the 2nd tym, may sakit na siya... don`t blame me",0,negative
3679,It's perfect but always hanging.,1,neutral
383,Woo CAVS.  Happy Mother`s Day!,2,positive
5392,"Unable to edit the day you want to do your habit unless I delete and recreate the habit, which means I would lose my past statistics",1,neutral
1901,. very much enjoyed your 'whats in a name' article,2,positive
21871,i feel like dyeing right now...,0,negative
3358, I didn`t even get a chance to shop @ Aldi!,1,neutral
16000,is very hungover,0,negative
13174,"hello new maccy, welcome to your new home",1,neutral
6352,Constructivist learning theory - anybody? Oh wait..... there`s always wikipedia right?!,1,neutral
4496, Till then ..Ice Cream!,1,neutral
4759,You can`t even gift money away these days.  re: http://ff.im/3lqUx,1,neutral
21247,Last free Friday.,0,negative
26226,Eating a dillybar from DQ! Yuuum,2,positive
25550, I know how you feel Darian is in LA with Bam and I am missing him terribly. And I won`t see him until Sunday.,0,negative
9647,Have used app for about 4 months now I can't get back into it. Keeps asking to sign in or create account won't let me do either. Time to dump it!,0,negative
241,"Frustrated that all the useful features are only for premium. not complaining that they are set up that way, but that they dont let you know until you are set up. Also its calendar wont work unless you import an external calendar? defeats the purpose of having a separate calendar. without premium its identical to a hundred other free apps.",0,negative
3740,"In a lazy sunday; just had a very late lunch,and forget to buy PR,we`re on page 16",1,neutral
22938, haha..yeah..10th of May..lol..im greeting in advance! haha,2,positive
356,"It`s 20:50 hs and i`m still at the office...really tired,wanna go home!",0,negative
14829, So you wouldn`t reply to my gorgeous hot pink shoe then?,2,positive
21421, I hope they come,2,positive
398, i know i suck.  my data plan is weak sauce.,0,negative
17,"i`ve been sick for the past few days  and thus, my hair looks wierd.  if i didnt have a hat on it would look... http://tinyurl.com/mnf4kw",0,negative
17608,I think I`m running a fever and not feeling so well!,0,negative
1037,"I also have a certain CD from camp that a certain somebody gave me...  Yeah, there`s this guy in the video that`s really frickin hot!",2,positive
735, yeah freakin sucks!!,0,negative
171,bundy. in 3 days.!!!! warm weather here i come!,1,neutral
3103,Twitter is slowing me down today.,0,negative
1838,"The program is very good on my old phone(galaxy note 4), but notifications don't work on the new one(redmi note 8 pro). I hope you will fix them. Thanks",0,negative
2796, Going so soon? I was hoping to hear late nite humor from you....,2,positive
13906,"found a pack of United Red Carpet Club booze vouchers. Anyone wanting to have quite a few drinks there, come with me as it appears",1,neutral
426,"_merchant I agree, but teenage daughter will be spending my money on the movie of their concert this week.",1,neutral
20885,"Is up, coffee in hand with laminate floor to lay then Footy to watch and play, living the dream",1,neutral
10147,i love lebron. http://bit.ly/PdHur,2,positive
24023, Good to hear  I have a feeling though the `behind the scenes` and/or being there is better than what is shown on TV!,2,positive
11872,_Bloggerific HA!  Nice try.  I will outright deny any accusations.  But good luck with that...,1,neutral
6297,"I was skeptical at first, but wow! Yes, the req to have a Microsoft account didn't thrill me, but this has all the features Wunderlist did and more - you just need to find them. You CAN move the order of tasks manually - just do an extra long tap on the task and drag. There is also a an inbox - here it is just called ""tasks"". This app is much more flexible in terms of themes than Wunderlist was and it makes it really easy to both delete tasks and steps within a task. Switching was easy too!",2,positive
8873, thank u,2,positive
7130,Helpful to visualize recurring events on Google calendar.,2,positive
2950, so haven`t seen any videos the last few days  hope everything is ok...,1,neutral
4692,"This tool really helps me see my progress so that I can feel motivated to change. When I see that I have been on a successful streak, it helps me believe that I can make positive changes for real and forever. I only did four stars because if you want to track more than 5 things you have to pay. Also, their forums seem to only feature drug and sex addicts. It's kind of creepy really...but you aren't required to participate...so I ignore it.",2,positive
7351,useless I dont want to purchase the app as this free version offers no good features.. the paid app might be better..Rating 2 just because of the feedback on user review.,0,negative
3155," ohh sorry , thats someone else`s pic  my bad",0,negative
5862, Truly? Like what?,1,neutral
14871, totally! I`ve been waitin for somethin new and thought provoking at mj.name,2,positive
25796,: and my kid is only 3 and is stronger then me,2,positive
3219,The old version was good and interesting but in the latest version it needs money for unlocking each and everything,0,negative
10405,Lyx is cool.,2,positive
16247,This is getting on my nerves. I cant change my pic,0,negative
15165, hehe i will never thorw out these shoes  i`m listening to varsity fanclub surprise surprise  sway sway baby is awesome,2,positive
26925, So sad that schools have to close.,0,negative
23033," idk lol my head hurts. rly bad. & so does my stomach... hmm... personally, i think its from all the #s ive had 2 deal wit",0,negative
6403,Awsome,2,positive
6152,Bigger fonts at widget plz!! Connect One Drive with to do & Outlook Calendar too !!!!,1,neutral
16114, Then what about Domina Sun Girl? I think that fits better.,2,positive
7022,"Truck has bit the dust, don`t know if I`ll make the Mustangs game tomorrow",0,negative
10493,Dakota just had a her first bath since being spayed... She was in Heaven!,2,positive
9121,"Ok, I guess.",1,neutral
8125,Very pricey,0,negative
2626,nice weather..looks like its going to rain here in # Delhi.,2,positive
11963,sad day*Lakers please make me happy with a W,0,negative
1489,Really helped me to level up my organizing and productivity! I wouldn't need all the premium features really tho.,2,positive
4109,Volunteering at Down Syndrome Indiana on Wednesday,1,neutral
27270,"Reinstalled Ubuntu on my laptop, this time using ext4; the new filesystem. System boot time, from GRUB to full operability: 30 seconds",1,neutral
7308,em app ra bai ardham ai sasthaledhu,0,negative
9085,Is anyone there?  Please say hello - I`m feeling lonely,0,negative
18720, Are you in Galbladia Garden? That **** is hard.,0,negative
12179," Happy mother`s day! Hope you have a great one with Harlow, your mom and those you love  You`re such an awesome mommy! ^^",2,positive
16869,"he switches off his cellphone!! huaaaaa, i cant sleep  buzz me bebe..",0,negative
2735,"Ok I like it, but know what? The experience points keep expanding but not with health. Simultaneously, you will be sent backward everytime you lose your health while to refill health you need to max up the exp point. Please fix this",1,neutral
20041,I got me a little too much sun today,0,negative
3706, awe  wit the snap of my fingers n a nod of my head ur rain is gone  lol...thxs hit up afterwards,1,neutral
4097,This is my favourite app!❤ the plants are so cute and it really makes me so motivated to study! I am also very happy with the tags ! :) But i have a question.. If i am going to change to a new phone but with the same SD card.. Will all my plants be gone?,2,positive
12782, Had one of the female servers tell her **** looks big in those pants. She will worry all night long Lol,0,negative
13832,i havent gotten any prank calls making me laugh in so long.,1,neutral
15423,really wanted to go to that gig tonight,2,positive
3235," Yes.  Me too. I can`t understand why they have to do that. I mean, I know it`s all about Hollywood, but this thing is called love.",2,positive
3275,Its always lagging and hanging up and not moving and Ive cleaned my phone storage and its still the same. Un installed/installed it 3-4 times already but its still the same. I dont know what it is about the app but one more crash I'll never go back to using this app and tell.my friends to do the same. Sheesh,0,negative
5132,Gotta buy some onesies for my besties lol ah Yea!  at the club having a grand ol time,2,positive
25758,hanging out in myrtle beach as a married man,1,neutral
9525,"What a dreary, rainy, crappy day.",0,negative
133, why are you sad?,0,negative
14121,Happy Mother`s Day Mama bear,2,positive
10028,This is by far the best overall organizer app I have found. My only complaint would be the lack of multi tiered tasks.,2,positive
14469,"I`ve got sunburnt knees... it`s funny now, but I bet they`ll sting later   Had a fab day though  x",1,neutral
3379,  was wong?,1,neutral
1785,"really no callender view without premium? Like really bro other apps do that for free so I think I'll just use one of those apps instead, I'd get it if it was a one time purchase like a DLC in a video game but a 2,99€ monthly subscription? that's just ludicrous",0,negative
3262,"I cannot log in to my old account since I have to buy the pro version in order to log in at first. So my past progress is lost. Also, I cannot purchase the pro version neither: 'error(6)' I have reinstalled, forced stop, cleared cache, etc multiple times. I have added a paying method to my google play account as well. Nothing has helped and I haven't received an answer to my email to you yet. This makes me sad because I like the app to much to deinstall it.",0,negative
3650,"It was a very nice app until it started lagging so much... Just planted a two hours tree and the app deleted it, as if I had done nothing...",1,neutral
10468,"3 live p2v migrates, 5 vmware vsp exams, and a magento config, a quiet weekend at party central",1,neutral
6543,"cool idea, but it forces you to use Google calendar",0,negative
832,Love it to keep track of my projects,2,positive
3948,I love the app so much...It has improved my productivity but recently it has stopped opening..I have tried uninstalling and reinstalling the app but still it isn't working...Please try to resolve the issue at the earliest.,2,positive
4628, i dont evn talk 2 him no more. it was a huge mistake. i shoulda listened 2 her. i kno she`s disappointed in me.,0,negative
15780, it`s called retro my dear and I wear fifties fashion sometimes....did you not see my birthday pictures?,1,neutral
5547,"in case you missed it on my fb status: looking for maui hotel recommendations. yes, maui!",0,negative
5417,Ahh! Members of the toasters and  playing with void union! Sick! I missed  and we are the union,0,negative
880,"Omg, my mom just called... Im too late... Hes gone",0,negative
23120, were you roaming?? Same thing happen to me  so I switched to AT&T.,1,neutral
9550," and if you want to leaveeeee I can guranteee, you won`t find nobody, else like meeee",0,negative
5908,"I used to love this app because of its theme, but the new skins totally kill the app",0,negative
1909,is done with classes for her freshman year.,1,neutral
1106,HAPPY MOMMA`s DAY ALL. HONOR YOUR MOMs  sign up for #maternalhealth  here`s for all mothers and luvin kids out there:  http://bit.ly/Bpekk,2,positive
10198," i had had a baked dinner yummy  cant wait for new short stack tv, what kind of dips shall it be?",1,neutral
25859,a female robin just flew into my window and I watched her die in my bushes...  i think i am going to cry now...,0,negative
23612, yeah  it will get better though  i know it!,1,neutral
3234, so you are like the rest of us on this miserable bank holiday.then LOL,0,negative
14447,is busy creating a new logo for my  site,1,neutral
18085,At work as always,1,neutral
13062,"Nearly fell asleep, but was jolted out of bed by a massive panic attack and now I`m not sure if I can sleep at all.",0,negative
17723,Stressed out fro work and having a drink,0,negative
7510, Link didn`t work,0,negative
101," Certainly not Cheers than, huh?",1,neutral
11402,is in the middle of the Irish sea... with absent elk brothers.  Newcastle here we come.  we love Newcastle,2,positive
14108,home from school now. watching that `70 show,1,neutral
7178,"@ the Eldorado house, goodbye Aliante house. *Memories made, memories fade!",1,neutral
23435,saddest celeb story of the week  http://bit.ly/h09Ph,0,negative
22697,has finally started his serious revision - has just completed an english BG mock,1,neutral
26982, your **** miss you!!!!,0,negative
600,I'm using the app couple of years and i really nice. It just really annoying when the reminder message pops up while you type a message or during the call (while hanging up...),2,positive
3643,"I like your app, but the free version is very restricted. Please at least add achievements and custom tags to free version. By the way great app.",1,neutral
15556, im gone miss ya`ll Lol.don laugh im serious.its bittersweet. lookin forward 2goin home but cant wait till nx semester!,0,negative
27120,"Wow, my phone was blowing up with tweets all day. Now that I`m home, it`s a ghost town! Guess I`ll do some chores in my apt. & go to bed.",1,neutral
20237, hmmm no but I am member of knitterati.com.au what is ravelry offer?,1,neutral
24775," aw anytime, boo. I realized that all I need to have some fun are you guys.  We should change our pics to the poofy hair ones!",2,positive
7341,found six great vegan places to eat and relax at; four of which I can`t get to without a car,1,neutral
1091,"Great app. Alas, I'm constantly reminded that ""Hey btw there's a paid version which has the functionality you're looking for : ) "". This is tiresome and the subscription based model just doesn't make any sense. Plus hey! Its expensive.",0,negative
11875,  hahaha well its try its so ugly,0,negative
1595,_Allison Catch you later Terry....,1,neutral
25437,Is responding to an email.,1,neutral
12048,I need followers!!!,1,neutral
6128,Tonight was fun. Love my girl Tanna!,2,positive
10993,"  Well, I still can`t wait for the one shot.",1,neutral
19161,Had the hottest and stressiest day at work  f the area manager. So happy to be going home!,1,neutral
6586,took too long to sync. uninstalled.,0,negative
250,"okay, i`m out for a while  back later!",1,neutral
8794,"The free version has HORRIBLE ADS. Other than that, the app is marginally better than Google's free calendar app that had no ads... It was an easy decision to uninstall and go back to Google calendar.",0,negative
20761,Watching Jeremy assemble jr`s new radio flyer bike!!!  Jr is sick with 100 degree fever  taking a nap.  This will cheer him up though!,0,negative
759,is getting married in Vegas in November by an Elvis impersonator am so happy!!!,2,positive
19791,"My puppies killed my cat lastnight,they thought she was a stuffed animal.  RIP Meanie  http://yfrog.com/104m6wj",0,negative
1678,Smooth and easy,2,positive
2390,"I miss my Nipissing pitas  Good thing we`ve got a Euphoria in Barrie, `cause I would never survive summer without my pitas AND smoothies!!",2,positive
17925,I need some plugs. for real. my ears want to stretch. and I have no money,0,negative
902,Dislike the latest widget downgrade - the loss of the ability to select multiple tasks is frustrating. Not sure how long I will stick with this app now as the widget is far less user friendly than previous version.,0,negative
26684, I wish I was going to Internet Week,2,positive
5562,great app! ( I might edit this later but I'm too lazy to go into detail right now),2,positive
19113,"1 more goal, Gila!! But his last game is against milan. Dillematic 4 me",0,negative
24,"It slow down my flow when i turned on or click via home page widget There is a fade in effect or lagging, please kindly help check Thank you",0,negative
9784,"Why did you show the checkboxes in widget when you can't even check/uncheck it via the widget? Its just so frustrating to go to the app just to check a list. Other than that, this app is good.",1,neutral
27361, too late!  already finished the chapter and posted it!,1,neutral
19220,Going to sleep now goodnight!  xoxo,2,positive
6217,Works well overall but recently won't add entry from widget on homescreen. It would be great if items from the Planned/Task categories with a due date would automatically be added to My Day on said due date rather than having to open the Planned/Task categories and adding to My Day from there. Just a thought!,2,positive
13643,_nicole http://twitpic.com/4t6qx - i have the exact same pic except it`s my hubby & my chihuahua tucker   very cute.,2,positive
2131,Too many items,1,neutral
14631,#BGT That poor kid,0,negative
3254,Wish my headache/almost migraine would go away!,1,neutral
22896, it would be so fun.  too much to do.  not enough time or money.,1,neutral
4306,"I liked the app and I purchased it. But I can't sync any data from old phone. And when logged out of the app, there is no way to login again except reinstall the app. So if anyone is fine with restart all the progress everytime you change phone, this app is for you. But since I like to keep my progress to the new phone, I am stop using this app and find another one.",0,negative
142,"Unfortunatley, AerLingus no longer fly to Copenhagen so we`re have to fly Ryanair to Billund and drive up to Copenhagen one of the days!",0,negative
4304,"Woe, it`s definitely NO fun to travel first class with a bike. You have to fight your way through 7 coaches `til you reach your seat",0,negative
32,"There is a faux gothy chick looking at me, sorry I am not going to camden and I like pop-punk and jimmy eat world",1,neutral
16359, I saw the game not a huge cavs fan lol. they pay refs. But Yao`s out 4 the rest of playoffs so L.a is cruising to the WCF,1,neutral
2709,"Awesome App.... BUT, soo many bugs!!",0,negative
9948,"I went a got the full subscription and I really like it so far, but I wish you could download it for your PC as well.",2,positive
3383," I had a joke for you, but it`s too long to tweet.",1,neutral
3046,"lol i went to settings, change character value, and got myself 9M coins uwu btw is that cheating...? I mean well its right there",2,positive
13905,And now the crazy is all gone.,0,negative
17354,we`re getting another puppy  ... not cool... really,0,negative
4759,Good Experience,2,positive
22018,mOod. was way too much fun. lol..  I lOve to dance TEchno !!! <3 ... life.lOve.stress &&. set backs <3 gnite,2,positive
14709,Oh boy this is going to be a loooooong day,0,negative
454, Still jealous,0,negative
24433,  That is really sad,0,negative
21362,feels at home to be back at church,2,positive
1416,"Well, she`s getting through.",2,positive
272, huh what the ****? Smelly? Noooo. I love alex Vixon,1,neutral
2639,just woke up...for  once I managed to sleep in!! going out for lunch later then back to essay,1,neutral
24814,Round and Round the Garden: The amazing thing is that he`s still talking to me!  http://rly.cc/JNFwN,2,positive
10353,"I`m a bit late, but the new twitterific interface for the iPhone is very cool, oh and Richie and Lauren on their engagement",2,positive
11181,"for some strange reason, `paranoid` sounds like U2. but i love them too, so it`s aaaaall good.",2,positive
2281, you dont say,1,neutral
20770, OMG you aren`t online. Shock horror.,0,negative
1406,Sob! I can`t believe I`m ending my work week at the chapter about what Augusten Burrough`s father did to Ernie the guinea pig!,0,negative
3097,My tweetdeck won`t pull up.,1,neutral
4659,"Excellent app. Does everything you want a habit tracking app to do. Only complaint is the app counts the current day in your progress with no option to change that. So it looks like you are less successful than you really have been on a daily activity done near the end of each day. For example, if I am tracking going to the gym after work everyday and have been successful for 2 weeks, the app will show me as less than 100% successful until I indicate today is successful. Need to fix that.",2,positive
894," thats what doting husbands are for LOL!!  I hope that once my braces go on, I can eat normally again",2,positive
6282,Please add two options : 1- tag or label in task and list 2- password to enter application Thanks for free,2,positive
9796,"Wouldn't it be great if this app had also alerts instead of just notifications? It's easy to miss a notofication. Also, why can't we edit a specific day for a repeated event, but we have to edit also all future events or nothing?",1,neutral
14495," you can have the sun too. It all sucks, especially for my pale whiteman skin.   I can`t stop sneezing, and I blame you.",0,negative
752,"Great app. Combining the calendar, tasks and grocery list make it so much easier to handle and manage my time/day.",2,positive
860,Excellent product!! I think this is the third time I am editing my review for this app. That's mainly because the app popped up the review request while I was planning my tasks. I should feel like I was interrupted right? No I wasn't. This app is helping me for several years I even forgot when I started using it. And I just can't stress enough how much I like it. Fantastic work guys!,2,positive
2388,VERY upset....  Mom is in the hospital,0,negative
13625,can`t chat with  since i have to go to school now  http://tinyurl.com/mf88dz,1,neutral
20352,dont go... im sorry for disappointing you,0,negative
3500,i love the music video of you belong with me by taylor,2,positive
4794,"Recovering from my crazy family. I love them, but they ain`t got it all   I only see em a couple of times a year, so I guess I can deal.",2,positive
4064, what?? can`t believe it,0,negative
1308,I`m very conflicted here.  I really like Mike but I still have feelings for Darrin.  It`s really complicated.  I don`t know what to do.,0,negative
26077,doesn`t want to go to work....,0,negative
9064," nuuuuu, i totally love may, it`s the best for me cos i was born in may",2,positive
11339, Morning babe!  I plan on overdoing it today! lol Hope you do rest & put your feet up! xxxx,2,positive
2091,the app and widɡet are very ɡood. Will change to 5 start when I can be able to add task using google assistant.,1,neutral
3125,May the 4th be with you. Happy Star Wars Day!  http://ow.ly/52Aw,2,positive
19527,Oh. Now it doesn`t need updating all of a sudden. Ok. Will get dressed anyway,1,neutral
20258,_Sweethearts Im following you but you aren`t on my DM list  Can you try to DM me?,1,neutral
17411," Milk, Gran Torino, Bolt, Bride Wars, New In Town (yeah I got through a few...) **** I love longhaul",2,positive
71, a celtics-lakers rematch sounds better don`t you think? lol,2,positive
3669,Good please remove purchase or keep a pin while the time of purchase.good nice to focus.,1,neutral
26194,Sometimes knowledge is not a good thing.    http://digg.com/d1sPp7,0,negative
8562,"Love it! Lets you make multiple lists and lets you move items up and down to prioritize. Most useful out of several ""to-do list"" apps I've tried.",2,positive
26529," : Hi, i think u should try Ph? in Vietnam, it`s really quite delicious",2,positive
10290, Ahh well he can only spend short amounts of time on because of his mum  You should scroll back at our msgs!!! ;-),1,neutral
839, Yep. Nothing to worry about.,2,positive
18204,"back at school again. almost weekend. oh wait, i gotta work from eight to four tonight",1,neutral
10088, it was way worse than that ...and where were you why didnt you say hello?,0,negative
6848,Searching for wavy hairstyle,1,neutral
25951, wish u was in the D!,2,positive
23462,Time ticking by sooo sloooooooooowlyyyyyyyyyyyyy,0,negative
12480,Oh darn. Lost another follower.,0,negative
3284,ooo my goddddd; vodafone trouble. no network,0,negative
5689, oh my... now im offended.  ha,0,negative
9763,This planner app is pretty clear and simple. I have the paid version and it works OK except today they had a glitch and I lost everything even when I reinstalled. It was just so screwed up!  So if you don't mind losing all of your work when they update... I guess it's survivable.,1,neutral
3183, miss you,0,negative
8143,"I really want to love this app but it won't even let me select PM so its constantly telling me its past the due date, which makes the app very useless to me.",0,negative
15189,wow officially i have no life this month! LOL my friends dont believe me when i say they need to BOOK IN ADVANCE!,1,neutral
14261," I managed to find few places where you can combine fun, pleasure and savings but it took some planning though",2,positive
1341, oh no  say it aint so,0,negative
18817,When r these **** exams ever gone b over and done with?  i wanna b out in the sun,0,negative
1060,"Omnomnom    JUST came online to 69 unread emails, as well as my backlog from yesterday  http://tinyurl.com/lxjdjc",1,neutral
5298,Really good. I usually forget my duties and this app really notificate me and make me do them with some xp hahahaha,2,positive
361,"How can I delete priorities? Someone please answer me. Also, please make a feature where we can choose to check subtasks off through check boxes as well. And a feature that lets us choose the colour of the to do list when it's open, as well. Also, headers within the lists themselves? Just to divide tasks. I will change my rating to a 5 star, then. Thank you for reading this.",1,neutral
1561, ack! I just read about your show  that`s horrible!!! No accounting for taste.,0,negative
19277,Grass mowed. I can haz playtime now? No?  says we have errands to run,1,neutral
5477,"Fatigue settling in, but gotta power through! Awesome seats again tonight. I`m pretty lucky. Life ain`t too bad...",2,positive
4953,had a great day,2,positive
2921,"Does `Real Detroit Weekly` not have a website.....Oh the horror, the horror",0,negative
16109,photo session + mother-daughters bonding session = happy me,2,positive
8181,I found the white text against many of the colors very difficult to read.,0,negative
22035,"me and my friends are just sitting here and searching for pictures on google   haha, my friend found pictures of her father! haha",2,positive
10314,The safeway bathroom still smells like ass!,0,negative
1351,Just thought about my hubby being deployed n now I got the blues  I need a stiff drink but I`m breastfeeding so no booze for me :/ Ugh!!,1,neutral
3179,"Thank you developers for creating such a marvelous app, i found app history on the link you provided below, and it has all records of everything. This app has really changed my life, I hope to see more such apps from the developers. And there are no cons or bugs i have faced till now. May god bless the developers for improving the lives of people, I would rate 7 stars for such a extraordinary app. Lots of love <3",2,positive
4806,Wonderful app that simply shows your progress of creating habits. Love the visual layout that helps he stay on track...,2,positive
22777,Finally reunited with my Hunny bunny_0802 I have him for a few days b4 he leaves me again for another week away @ work  night!,2,positive
25943,Tomorrow i mean anna,1,neutral
1175,"The update got rid of a major tool for me. You can no longer press and hold the task to bring up the option to delete it. Not even sure how you delete on mobile now, which is very inconvenient!",0,negative
2129,"Bad day, just got worse...",0,negative
7036,The app looks like it will be great but it has only picked up half of what is on my calendar.,2,positive
9200,"A good way to manage my busy schedule, I particularly like having a separate task bar... but would so like to be able to delete or adjust one of todays events without deleting/changing all upcoming ones.",2,positive
8425, No problem! Look forward to your next tweet.,2,positive
3245, the DS version sucks,0,negative
7166,"Increíble nueva forma de gestionar el calendario, alternativa ideal para un widget rectangular aburrido 👏",2,positive
13743,is feeling very happy despite the amount of work that i need to do today!!! Happy times,2,positive
2575,"impossible to register, circle, circle, circle... and nothing",0,negative
9293,Mashup Monday! In honour of the swine flu hysteria  ? http://blip.fm/~5jnv2,1,neutral
16811,"Gonna go round up some DVDs to sell...  I will miss them, but I need money!",0,negative
21344,"  Ah  sameway Yet, has 2006 votes ((.We need more vote :`D",1,neutral
289,"#SanctuarySunday  thanks for joining on #SanctuarySunday, follow more Sanctuary people to keep up to date on the tweets!",2,positive
10710,caught up on emails for my research project.  yay for labels and search in #gmail.  much easier,2,positive
21463, I`m tryin not the be boring today . . . I just can`t seem to come up with thing to say,0,negative
22802,", in about two hours I`m setting out on a 600-mile drive home. Mostly I`m hoping it goes quickly.",2,positive
2773,"This app is a great idea and I love all the features. However, no matter what I set the day start time to for daily tasks to reset, they keep resetting at some seemingly random point in the middle of the day despite me having it at 2AM, which is causing all of my evening tasks and some of my midday tasks to fail as I haven't done them yet. I'm not sure if the app thinks I'm in a different time zone or what but it's very irritating. If they fix that it's 5 stars for sure.",1,neutral
26056," - my son plays pitcher and catcher.  Beautiful weather this past weekend for baseball, but I am exhausted!",2,positive
21723,i got peanut butter in my beard  it felt weird after... and axe body wash burnt my eyes... but now they`re okay.,0,negative
5197,eu daria 5 se estivesse totalmente traduzido para português,2,positive
2215, hope u did alright on the final,2,positive
21126, I wish I was able to talk to you.,2,positive
4594,"The app is good; however, the ""funny notifications"" are ridiculous and not 
funny at all. Sync does not work.",1,neutral
11898, That is messed up. I hope your day gets better.,1,neutral
6291, i`ll go to the movies with you,1,neutral
14641,is stoked for spring! Amazing wild foods! Nature is abundant~bless up!!!,2,positive
6607,: Well that is just completely lame. I`m sorry dude.,0,negative
27039,"feeling bad for Daisy, she cries in every episode       i watch waaaaay too much tv",0,negative
21,Can't use it without registering with your email address. Immediate uninstall.,0,negative
989,Omg. Its 1:47 am and Kim Possible is on Disney Channel right now. I am glued to the screen,2,positive
5670,"This app keeps on signing me out and asking for my password, and then when I put it in it says it's wrong! Wunderlist was so much better!",0,negative
7284, I wish our  didn`t close,0,negative
23240," my attention for the length of time to type this? Tell ya what, ill add old mans war to my wish list on amazon.",1,neutral
13172,"don`t know what to do today.  amazing weather and i`m sitting here, great.",1,neutral
1237,"its a cool app, it really is, but developers need to understand that a subscription based system is not for every app. im fine paying a subscription fee to netflix, or Spotify because there is new content almost daily, but i refuse to pay a subscription fee for a todo list app. make a payed app, ill buy it for 30 bucks, what i wont is give you 3 bucks a month everymonth and add yet another subscription fee to my list",1,neutral
1096," Yes, I would love some more cowbell!",2,positive
12507," are you giving up on me  oh well. It`s not the counting, it`s the math and the weighting (or lack of) that doesn`t make sense.",0,negative
10087,I had heard good thing so I looked at it and it was so easy to store all of my plans due to the fact that I have such a busy week,2,positive
19786,"This is the best E-commerce site, I hope you`ve watched the big bang theory. http://www.pennyblossoms.com/ Please hit 'buy now'",2,positive
596,_NigerianBoi thanks JT i also enjoyed it i will. r u following me? ill follow u back,2,positive
26808,counting the minutes until I can go home,0,negative
8727,"Used the free version for years, no issues, didn't need the pro features. Then they started putting in ads - not the kind that pop up along the bottom but ones that completely hijack the screen while you're trying to work. Worst bait-and-switch I've ever seen.",0,negative
16425,Respect to  for the Heineken man bag  http://twitpic.com/4jdrg,2,positive
7355,"Happy mothers day to those of u that are mothers, and happy mothers day to all of your mothers      I miss my mom....",2,positive
19854," bloody Feds, they lost last statement and r hounding me for another one. I dodged them one last week",0,negative
1136, don`t think i can take a needle. watched a horribly gory short film on drugs a few months ago. i`m scarred for life.,0,negative
21239,...definitely the first time I`ve felt alive again in years. Super happy,2,positive
20018,"I hate different referenced assemblies. My FNH goes against castle 1.1, Caliburn against 1.03 .. not to mention dynamicproxy in NH",0,negative
2917,I can`t find   hope he didn`t get eaten by anything last night...he jumped off the deck   he just wont stay in safe *sigh*,0,negative
3014," nope, would be no music",1,neutral
12348,"Glorious day in Glasgow for a change, and I`m working  Too much to do to even contemplate knocking off early...",1,neutral
20197,i`m so bored i can barely even tweet. i have nothing to talk about.  #boredboots,0,negative
8590, look at my background that`s how I want my future date to be like  (well if I ever get him).,1,neutral
8094,Rachel Alexandra not in Belmont   but appearing in Vogue.  Best looking model they`ve had in years.,2,positive
7217,"Cant even get past the first screen. I get a notice that my phone is blocking the app, but there are no instructions in the troubleshooting for my pixel, I've looked all over my settings, there's nothing I can find to change to ""allow"" this app to do something. Frankly I'm dubious that this app somehow needs some extreme level of permissions that no other ever has, especially as it hasnt told me why.",0,negative
22747,May the 4th be with me today as I round off the weekend with one more session - happy 4th y`all from the Fintster,2,positive
11389,"Looking out the window, beautiful blue sky, great forecast for the weekend - not good for cinemas",1,neutral
988,"Requires account to use.   I was just giving a simple reason why I didn't like it. But since your response indicates I don't have 10 seconds, then I'll waist 5 minutes to make you understand.  The point is that it ""Requires An Account""! I don't need another stinking account to keep track of a task list. If I wanted to share on multiple devices, I would just use any number of desktop applications that I already own. I don't need another stinking program tracking my business in the sake of ""backing up my data' or make it available everywhere. I have that covered already.  Just wanted a simple task list for a small price to use on my phone. But without that choice, no thanks. To act as though 10 seconds to give up my privacy is no big deal, well my information and data is not your business or any one else unless I decide I want to do that. That is what you need to understand, some customers like to have options to do something and not have something stuffed down their throat. Downloaded ""Tasks: Todo List"" and been happy with it. Donated $1.99 to developer for making app for me and not their self.",0,negative
4524," Looks like you did the full Lincoln Marathon yesterday? That is awesome, the HM was tough for me",1,neutral
14412,_Cullen oh really!!! i`ve already put all the pics up!! sorry!!   http://twitpic.com/61oj0,0,negative
3746,Yukky  Rainy Friday,0,negative
24289,Finally out of school for today! HAD TO SIT IN LIBRARY FOR A LONG TIME,0,negative
